0, 0, 0.0000000000e+00
1, 6.0000000000e-03, -1.1991316600e-01
2, 1.2000000000e-02, -2.3930933403e-01
3, 1.8000000000e-02, -3.5767706734e-01
4, 2.4000000000e-02, -4.7451594017e-01
5, 3.0000000000e-02, -5.8934176848e-01
6, 3.6000000000e-02, -7.0169152067e-01
7, 4.2000000000e-02, -8.1112781763e-01
8, 4.8000000000e-02, -9.1724294390e-01
9, 5.4000000000e-02, -1.0196623068e+00
10, 6.0000000000e-02, -1.1180472963e+00
11, 6.6000000000e-02, -1.2120975148e+00
12, 7.2000000000e-02, -1.3015523644e+00
13, 7.8000000000e-02, -1.3861919937e+00
14, 8.4000000000e-02, -1.4658376233e+00
15, 9.0000000000e-02, -1.5403512807e+00
16, 9.6000000000e-02, -1.6096349896e+00
17, 1.0200000000e-01, -1.6736294654e+00
18, 1.0800000000e-01, -1.7323123778e+00
19, 1.1400000000e-01, -1.7856962451e+00
20, 1.2000000000e-01, -1.8338260270e+00
21, 1.2600000000e-01, -1.8767764848e+00
22, 1.3200000000e-01, -1.9146493739e+00
23, 1.3800000000e-01, -1.9475705316e+00
24, 1.4400000000e-01, -1.9756869198e+00
25, 1.5000000000e-01, -1.9991636737e+00
26, 1.5600000000e-01, -2.0181812050e+00
27, 1.6200000000e-01, -2.0329323990e+00
28, 1.6800000000e-01, -2.0436199386e+00
29, 1.7400000000e-01, -2.0504537830e+00
30, 1.8000000000e-01, -2.0536488211e+00
31, 1.8600000000e-01, -2.0534227139e+00
32, 1.9200000000e-01, -2.0499939352e+00
33, 1.9800000000e-01, -2.0435800142e+00
34, 2.0400000000e-01, -2.0343959812e+00
35, 2.1000000000e-01, -2.0226530111e+00
36, 2.1600000000e-01, -2.0085572586e+00
37, 2.2200000000e-01, -1.9923088771e+00
38, 2.2800000000e-01, -1.9741012088e+00
39, 2.3400000000e-01, -1.9541201347e+00
40, 2.4000000000e-01, -1.9325435704e+00
41, 2.4600000000e-01, -1.9095410939e+00
42, 2.5200000000e-01, -1.8852736866e+00
43, 2.5800000000e-01, -2.7163125420e-03
44, 2.6400000000e-01, -2.7662625698e-03
45, 2.7000000000e-01, -2.8170619016e-03
46, 2.7600000000e-01, -2.8686228205e-03
47, 2.8200000000e-01, -2.9208659925e-03
48, 2.8800000000e-01, -2.9737330751e-03
49, 2.9400000000e-01, -3.0271289786e-03
50, 3.0000000000e-01, -3.0810423261e-03
