0, 0, 0.0000000000e+00
1, 6.0000000000e-03, 1.2950544056e-07
2, 1.2000000000e-02, 2.0676202090e-06
3, 1.8000000000e-02, 1.0429800509e-05
4, 2.4000000000e-02, 3.2798344213e-05
5, 3.0000000000e-02, 7.9560658965e-05
6, 3.6000000000e-02, 1.6368960953e-04
7, 4.2000000000e-02, 3.0047237155e-04
8, 4.8000000000e-02, 5.0719558522e-04
9, 5.4000000000e-02, 8.0279565330e-04
10, 6.0000000000e-02, 1.2074837318e-03
11, 6.6000000000e-02, 1.7423553050e-03
12, 7.2000000000e-02, 2.4289942224e-03
13, 7.8000000000e-02, 3.2890807279e-03
14, 8.4000000000e-02, 4.3440123615e-03
15, 9.0000000000e-02, 5.6145457159e-03
16, 9.6000000000e-02, 7.1204659281e-03
17, 1.0200000000e-01, 8.8802895545e-03
18, 1.0800000000e-01, 1.0911005158e-02
19, 1.1400000000e-01, 1.3227854599e-02
20, 1.2000000000e-01, 1.5844156724e-02
21, 1.2600000000e-01, 1.8771173900e-02
22, 1.3200000000e-01, 2.2018020740e-02
23, 1.3800000000e-01, 2.5591613377e-02
24, 1.4400000000e-01, 2.9496656821e-02
25, 1.5000000000e-01, 3.3735667286e-02
26, 1.5600000000e-01, 3.8309025863e-02
27, 1.6200000000e-01, 4.3215059622e-02
28, 1.6800000000e-01, 4.8450146005e-02
29, 1.7400000000e-01, 5.4008836365e-02
30, 1.8000000000e-01, 5.9883994544e-02
31, 1.8600000000e-01, 6.6066946595e-02
32, 1.9200000000e-01, 7.2547637948e-02
33, 1.9800000000e-01, 7.9314794677e-02
34, 2.0400000000e-01, 8.6356085818e-02
35, 2.1000000000e-01, 9.3658284110e-02
36, 2.1600000000e-01, 1.0120742286e-01
37, 2.2200000000e-01, 1.0898894705e-01
38, 2.2800000000e-01, 1.1698785709e-01
39, 2.3400000000e-01, 1.2518884415e-01
40, 2.4000000000e-01, 1.3357641604e-01
41, 2.4600000000e-01, 1.4213501325e-01
42, 2.5200000000e-01, 1.5084911486e-01
43, 2.5800000000e-01, 2.0799966404e-01
44, 2.6400000000e-01, 2.0800136922e-01
45, 2.7000000000e-01, 2.0800296198e-01
46, 2.7600000000e-01, 2.0800445199e-01
47, 2.8200000000e-01, 2.0800584790e-01
48, 2.8800000000e-01, 2.0800715588e-01
49, 2.9400000000e-01, 2.0800838768e-01
50, 3.0000000000e-01, 2.0800954352e-01
